chr16	71205194	72424159	CopyNumberRegion_182	2	0
chr16	72428052	72868230	CopyNumberRegion_183	5	2
chr16	72868464	90287536	CopyNumberRegion_184	4	2
chr17	526	60381847	CopyNumberRegion_185	4	0
chr17	60382144	61252362	CopyNumberRegion_186	5	0
chr17	61257548	80572628	CopyNumberRegion_187	4	0
chr17	80574531	81048659	CopyNumberRegion_188	3	0
chr18	11542	1134703	CopyNumberRegion_189	9	2
chr18	1142463	3800808	CopyNumberRegion_190	6	3
chr18	3807348	30335775	CopyNumberRegion_191	5	2
chr18	30336716	32240117	CopyNumberRegion_192	6	2
chr18	32241543	68218793	CopyNumberRegion_193	5	2
chr18	68222284	71197081	CopyNumberRegion_194	6	2
chr18	71198887	78015057	CopyNumberRegion_195	5	2
chr19	90910	59097855	CopyNumberRegion_196	4	2
chr20	61305	54903467	CopyNumberRegion_197	4	2
chr20	54904078	55643296	CopyNumberRegion_198	3	1
chr20	55644151	55645708	CopyNumberRegion_199	6	0
chr20	55646251	62054969	CopyNumberRegion_200	4	2
chr20	62056012	62956154	CopyNumberRegion_201	3	1
chr21	10736871	48096958	CopyNumberRegion_202	4	2
chr22	16052528	25661376	CopyNumberRegion_203	4	2
chr22	25661697	25918709	CopyNumberRegion_204	2	0
chr22	25922342	25922348	CopyNumberRegion_205	7	2
chr22	25922548	51234456	CopyNumberRegion_206	4	2
chrX	168477	2693624	CopyNumberRegion_207	6	2
chrX	2694239	7023493	CopyNumberRegion_208	4	0
chrX	7024973	88465611	CopyNumberRegion_209	2	0
chrX	88465982	92421465	CopyNumberRegion_210	3	1
chrX	92421505	154929499	CopyNumberRegion_211	2	0
chrX	154943318	155254182	CopyNumberRegion_212	4	1
chrY	179541	58977523	CopyNumberRegion_213	2	0
chrY	58977827	59017393	CopyNumberRegion_214	3	0
chrY	59017524	59018406	CopyNumberRegion_215	0	0
chrY	59019879	59303517	CopyNumberRegion_216	3	0
